	blood_group	job	sex	name	company	race	ssn	birthdate	current_location
1062	A-	Personnel officer	M	Gary Sims	Davis, Moore and Grant	Indian	395-63-3745	1919-10-04	(Decimal('27.936815'), Decimal('-108.632038'))
1063	A-	Engineering geologist	F	Heather Howard	Anderson-Nelson	Asian	885-58-0739	01/15/1956, 00:00:00	(Decimal('12.696099'), Decimal('-64.812822'))
1064	B+	Geochemist	M	James Johnson	Grant PLC	White	622-02-8865	05 Aug 1961	(Decimal('55.7762865'), Decimal('-68.914996'))
1065	O+	Engineer, materials	F	Kathleen Smith	Carter, Neal and Allison	White	321-63-3541	2015-03-03	(Decimal('-78.3865405'), Decimal('-25.959781'))
1066	B+	General practice doctor	M	Wayne Klein	Powell, Wood and Parker	black	395-68-6403	09/07/1999, 00:00:00	(Decimal('5.9047815'), Decimal('-9.592332'))
1067	B-	Professor Emeritus	F	Elizabeth Davis	Nicholson, Ryan and Reed	White	574-11-5223	1967/02/18	(Decimal('-29.172382'), Decimal('137.346953'))
1068	B+	Dancer	F	Melissa Barnes	Gutierrez Ltd	Black	467-26-4404	2019/01/13	(Decimal('-45.8965075'), Decimal('-147.847257'))
1069	B-	Advertising account planner	F	Judith Ortiz	Ball, Jones and Olson	White	872-83-5940	1932/08/26	(Decimal('3.562087'), Decimal('6.828917'))
1070	A+	Charity officer	M	Jeffery Dean	Moore, Buchanan and Burns	Indian	407-35-0702	28 Feb 1909	(Decimal('29.880394'), Decimal('-105.436966'))
1071	A-	IT sales professional	M	Rodney Allen	Ponce, Li and Foster	White	291-87-4213	2015-11-14	(Decimal('-63.1843145'), Decimal('66.796253'))
1072	B-	Public affairs consultant	F	Nicole Gutierrez	Thomas PLC	Asian	386-30-0555	1965/08/21	(Decimal('65.687869'), Decimal('51.211948'))
1073	B-	Chief Strategy Officer	M	Micheal Baker	Williams PLC	White	866-35-9455	1958-01-31	(Decimal('38.3749085'), Decimal('6.251570'))
1074	AB+	Sports development officer	F	Meghan Rios	Gomez Ltd	White	170-37-1594	1917-05-31	(Decimal('1.414918'), Decimal('145.379320'))
1075	B+	Designer, jewellery	F	Jennifer Carter	Cisneros and Sons	Indian	711-07-1485	28 Jan 1942	(Decimal('85.6359495'), Decimal('13.205513'))
1076	B-	Dealer	M	Gabriel Salinas	Chapman, Murphy and Graham	White	765-25-8692	02/24/1926, 00:00:00	(Decimal('43.674896'), Decimal('-79.933104'))
1077	O+	Podiatrist	M	Stephen Daniels	Golden, Mendez and Taylor	White	057-10-5790	2019-03-01	(Decimal('79.7295455'), Decimal('77.441068'))
1078	O+	Mechanical engineer	M	Jacob Carroll	Ramos Ltd	White	063-17-6770	1958/06/18	(Decimal('76.3254635'), Decimal('-175.416634'))
1079	AB+	Retail banker	F	Grace Bradford	Dorsey and Sons	Black	543-09-0269	1926/09/01	(Decimal('-61.441720'), Decimal('-138.262296'))
1080	A-	Government social research officer	M	Lawrence Bender	Rivera-Wood	White	759-53-9128	01/26/1913, 00:00:00	(Decimal('70.7844965'), Decimal('159.337262'))
1081	A-	Radiographer, therapeutic	M	Anthony Wright	Martin Inc	White	102-49-1289	10 Aug 1950	(Decimal('-17.829395'), Decimal('22.262661'))
1082	B+	Risk analyst	M	Andrew Aguilar	Reynolds PLC	Black	643-18-0304	1908/12/31	(Decimal('29.4748245'), Decimal('-102.256336'))
1083	A+	Analytical chemist	F	Ashley Hernandez	Fisher, Merritt and Rogers	Black	688-76-6563	04/18/1938, 00:00:00	(Decimal('-19.6374865'), Decimal('72.403694'))
1084	O-	Television production assistant	F	Robin Barrera	Moore-Harper	White	315-27-2720	22 Sep 1915	(Decimal('42.512319'), Decimal('56.555090'))
1085	A+	Health physicist	M	Justin White	Cook, Randall and Meyer	White	291-45-2222	02 Aug 1911	(Decimal('-24.118311'), Decimal('-149.342093'))
1086	B+	Magazine features editor	M	Joshua Cox	Barrett Group	White	446-31-3121	1907/01/15	(Decimal('36.045253'), Decimal('1.310747'))
1087	AB-	Merchant navy officer	F	Haley Bond	Moore, Evans and Calhoun	Asian	091-09-2510	16 Jan 1959	(Decimal('-61.907004'), Decimal('116.020044'))
1088	AB-	Surveyor, quantity	M	Thomas Taylor	Warren, Wilson and Diaz	Black	429-33-7304	27 Jun 1937	(Decimal('-42.576650'), Decimal('7.580923'))
1089	B-	Psychologist, occupational	M	Matthew Hancock	Hernandez-Armstrong	White	668-89-2416	2000/02/04	(Decimal('-57.810103'), Decimal('127.255699'))
1090	O+	Public relations officer	F	Mary Anderson	Herrera LLC	White	404-29-1024	17 Aug 1964	(Decimal('-6.149389'), Decimal('-172.907928'))
1091	B-	Manufacturing engineer	M	Ronald Prince DDS	Ryan, Clark and Guzman	White	613-52-7074	1921-09-12	(Decimal('16.027434'), Decimal('146.107491'))
1092	AB+	IT consultant	F	Jamie Jones	Barnes-Abbott	Asian	481-52-0980	1972-08-18	(Decimal('-55.5587035'), Decimal('179.282738'))
1093	AB+	Museum/gallery conservator	F	Christina Hatfield	Holmes Group	White	461-12-9616	20 Jun 1910	(Decimal('88.2416215'), Decimal('126.243365'))
1094	AB+	Ergonomist	M	Philip Dudley	Campbell-Gonzalez	White	831-17-9490	05 Aug 1909	(Decimal('-79.564386'), Decimal('151.030844'))
1095	A+	Media buyer	F	Laura Moody	Marshall, Smith and Benitez	White	467-12-7193	09/25/1951, 00:00:00	(Decimal('17.992546'), Decimal('54.756317'))
1096	AB-	Aid worker	F	Amanda Merritt	Edwards-Adams	Asian	710-03-2361	04/22/1985, 00:00:00	(Decimal('-1.235499'), Decimal('68.553483'))
1097	B-	Nurse, children's	F	Susan Morris	Jenkins, Lee and Walker	White	831-84-7558	02/23/1921, 00:00:00	(Decimal('-80.177691'), Decimal('42.170511'))
1098	AB-	Commercial art gallery manager	F	Dawn Douglas	Mckenzie-Fleming	Indian	066-08-2385	09/06/1983, 00:00:00	(Decimal('87.5900065'), Decimal('32.655219'))
1099	B-	Brewing technologist	F	Alicia Herrera MD	Mcclure-Gibson	White	665-29-0603	05/17/1933, 00:00:00	(Decimal('-7.523287'), Decimal('108.876237'))
1100	B-	Video editor	M	John Brown	Chavez LLC	Indian	629-89-4124	18 Oct 1959	(Decimal('-2.067144'), Decimal('-95.144787'))
1101	B+	Producer, television/film/video	M	Ronald Cochran	Williams, Jackson and Carey	Indian	251-86-6398	1921/09/04	(Decimal('-75.9487105'), Decimal('11.209302'))
1102	A-	Armed forces logistics/support/administrative officer	F	Angela Bowman	Glenn and Sons	Asian	108-87-9068	1959/12/01	(Decimal('79.0936975'), Decimal('7.890823'))
1103	AB+	Chemical engineer	M	Erik Shepherd	Fields-Ryan	Black	439-48-0188	2008-05-15	(Decimal('11.639384'), Decimal('128.470344'))
1104	AB-	Technical author	M	Charles Miller	Paul PLC	White	662-52-1994	1922-01-15	(Decimal('-63.569059'), Decimal('-139.329573'))
1105	AB+	Surgeon	F	Allison Davis	Williams and Sons	White	071-09-1386	03 Dec 1910	(Decimal('72.510627'), Decimal('-44.235138'))
1106	B-	Surveyor, quantity	M	Jeffrey Williams	Delgado Ltd	Black	385-10-2905	1950-05-16	(Decimal('41.133054'), Decimal('-56.196049'))
1107	A-	Animator	M	David Gomez	Smith, Church and Solomon	Asian	366-31-7749	11/27/2009, 00:00:00	(Decimal('-67.815230'), Decimal('141.628749'))
1108	O-	Learning mentor	F	Allison Torres	James-Salazar	White	022-72-3112	24 May 1929	(Decimal('17.068550'), Decimal('3.877053'))
1109	A+	Chartered accountant	M	Robert Wood	Long, Ford and Kelly	Black	629-90-0979	11/15/2008, 00:00:00	(Decimal('-14.6141985'), Decimal('135.950952'))
1110	AB+	Ceramics designer	M	John Wheeler	Murphy Group	White	875-44-1732	09/28/1995, 00:00:00	(Decimal('17.9983155'), Decimal('119.769193'))
1111	B-	Sales executive	M	Howard Powers	Hart-Li	Hawaiian	128-53-6486	05/23/1958, 00:00:00	(Decimal('-59.740137'), Decimal('119.964138'))
1112	AB+	Retail banker	M	Terry Oconnell	Davis-Hamilton	Asian	209-35-7737	13 Dec 2000	(Decimal('-3.6710335'), Decimal('-142.908778'))
1113	A-	Professor Emeritus	F	Kathleen Hill	Miller-Harris	black	765-75-2503	1961/04/12	(Decimal('-44.0652785'), Decimal('-13.229943'))
1114	B-	Commissioning editor	M	William Price	Bradshaw-Orr	White	497-53-1518	1941-11-03	(Decimal('-73.194060'), Decimal('-125.743802'))
1115	B-	Secondary school teacher	F	Stephanie Carney	Silva-Martin	Black	816-89-5846	1964-12-31	(Decimal('-82.586168'), Decimal('20.361289'))
1116	A-	Armed forces training and education officer	M	Jose Bryant	Smith-Barton	Asian	286-61-7479	1977-10-26	(Decimal('-81.921677'), Decimal('141.912302'))
1117	AB-	Engineer, control and instrumentation	M	Paul Wilkins	Craig-Mccarthy	Black	139-03-6157	02 Aug 2008	(Decimal('38.082622'), Decimal('1.044217'))
1118	B+	Administrator, charities/voluntary organisations	M	Mr. James Dean	Nixon, West and Kelly	White	156-81-4677	1945-04-11	(Decimal('33.146397'), Decimal('97.980163'))
1119	B+	Chartered accountant	F	Kimberly Hughes	Mitchell-Gallagher	White	474-38-4743	1969/10/16	(Decimal('-72.141359'), Decimal('-69.785998'))
1120	B-	Office manager	F	Rhonda Ruiz	Stuart and Sons	White	592-31-4289	1949-01-22	(Decimal('81.9284455'), Decimal('35.699252'))
1121	A-	Transport planner	M	Robert White	Mitchell Group	Hawaiian	782-84-7465	1978-06-01	(Decimal('-72.9812885'), Decimal('32.930154'))
1122	O+	Facilities manager	M	Joshua Hughes	Bradshaw-Watson	Black	204-14-6877	1963-08-26	(Decimal('15.2239555'), Decimal('-86.243175'))
1123	O+	Water engineer	M	William Reynolds	Smith-Matthews	Black	333-65-1619	1993/11/15	(Decimal('-57.650075'), Decimal('72.962140'))
1124	A-	Surveyor, building	F	Shelby Jones	Smith Ltd	White	167-39-3714	02/17/1906, 00:00:00	(Decimal('50.914097'), Decimal('14.041018'))
1125	A-	Manufacturing engineer	F	Jennifer Jones MD	Simpson Group	Asian	288-07-8303	07/15/2012, 00:00:00	(Decimal('-84.2237145'), Decimal('-8.639457'))
1126	B+	Programmer, applications	M	Tanner Joseph	Taylor-Hernandez	White	782-16-0977	1909-05-30	(Decimal('-87.3030195'), Decimal('-80.602300'))
1127	B-	Passenger transport manager	M	Louis Cohen	Jackson LLC	Black	715-87-9698	1970-03-27	(Decimal('56.131268'), Decimal('-143.003412'))
1128	B+	Geochemist	F	Melissa Marshall	Pena LLC	Black	814-40-4856	09/10/1970, 00:00:00	(Decimal('81.239344'), Decimal('94.258900'))
1129	B+	Barista	M	Richard Jones	Coffey and Sons	Asian	602-20-2842	24 Sep 1934	(Decimal('40.520438'), Decimal('-38.249800'))
1130	O-	Theme park manager	M	Jerry Bailey	Anderson Ltd	Asian	810-52-4529	1940/03/14	(Decimal('46.1103065'), Decimal('150.881478'))
1131	AB-	Technical author	F	Brenda Miller	Reyes, King and Russell	White	098-19-7538	18 May 1914	(Decimal('-70.9673355'), Decimal('-49.826916'))
1132	A+	Community education officer	F	Cassandra Bennett	Lee-Mcdonald	White	303-72-7203	1966-01-07	(Decimal('60.775398'), Decimal('-36.274925'))
1133	AB+	Regulatory affairs officer	F	Robin Kaiser DDS	Bush-Taylor	White	087-41-6917	1916-03-06	(Decimal('-0.8075595'), Decimal('2.175335'))
1134	AB+	Outdoor activities/education manager	M	James Jackson	Barber Group	Black	287-90-0738	1923/12/16	(Decimal('67.2464015'), Decimal('-1.115478'))
1135	O-	Operational researcher	M	Christopher Mccall	Flowers Ltd	black	071-29-7068	1957-08-15	(Decimal('-43.635797'), Decimal('-37.672562'))
1136	A+	Programme researcher, broadcasting/film/video	M	Brian Stone	Gray-Sandoval	White	643-60-4824	03/02/1983, 00:00:00	(Decimal('-13.899524'), Decimal('-117.129977'))
1137	O-	Radiation protection practitioner	M	Daniel Duncan	Green-Smith	white	051-58-2690	1935-09-26	(Decimal('-10.0860105'), Decimal('99.873254'))
1138	B-	Operations geologist	M	Jonathon Pena	Anderson-Warren	White	482-33-6970	1914/01/09	(Decimal('46.5103225'), Decimal('112.076373'))
1139	O+	Environmental education officer	M	Steven Perez	Villa-Brady	White	631-53-2584	06/03/1917, 00:00:00	(Decimal('30.134060'), Decimal('134.170978'))
1140	B+	Pharmacist, hospital	F	Miss Lisa Green MD	Wood, Summers and Richardson	White	840-60-3397	07 Apr 1914	(Decimal('-25.2273865'), Decimal('16.578501'))
1141	AB+	Environmental health practitioner	F	Patricia Coleman	Rios PLC	Hawaiian	473-78-9405	18 Sep 2020	(Decimal('61.668228'), Decimal('-168.387645'))
1142	B-	Furniture conservator/restorer	F	Kathleen Pratt	Rivera-Shelton	White	825-95-0665	1914/11/13	(Decimal('-76.710961'), Decimal('115.952584'))
1143	A+	Building services engineer	M	James Wilkins DDS	Greer and Sons	Hawaiian	444-17-0746	1957-11-10	(Decimal('-87.995779'), Decimal('-6.880366'))
1144	AB-	Product designer	F	Brandi Martin	Gallegos-Parker	Black	032-57-2340	05/04/1934, 00:00:00	(Decimal('68.622492'), Decimal('57.226902'))
1145	A-	Psychologist, clinical	F	Shannon Gutierrez	Park-Ross	White	525-69-9252	1917-03-18	(Decimal('-38.215860'), Decimal('-77.472509'))
1146	AB-	Editor, magazine features	M	James Randolph	Barrett PLC	White	460-66-8872	1908-08-21	(Decimal('45.8153005'), Decimal('-112.045437'))
1147	AB+	Community development worker	M	Michael Green	Davis and Sons	Black	067-25-4510	1952-12-01	(Decimal('-5.423830'), Decimal('-1.831083'))
1148	AB-	Teacher, special educational needs	F	Kimberly Copeland	Bernard-Lee	Black	143-28-0911	02/04/2007, 00:00:00	(Decimal('34.9186585'), Decimal('87.575464'))
1149	A+	Ship broker	F	Sydney Matthews	Curry PLC	White	832-57-5966	11/07/2008, 00:00:00	(Decimal('-65.1414515'), Decimal('-76.554957'))
1150	AB+	Engineer, petroleum	F	Victoria Mckinney	Ferguson-Nelson	Black	520-85-0257	04/29/1955, 00:00:00	(Decimal('-45.418611'), Decimal('177.447194'))
1151	B+	Banker	M	Robert Bruce	Mullen Inc	White	221-60-9701	18 Dec 1997	(Decimal('-36.442099'), Decimal('143.975549'))
1152	A+	Archaeologist	F	Christina Potts	Jordan, Saunders and Russell	Asian	790-94-4065	1938-09-05	(Decimal('-10.6902785'), Decimal('100.949610'))
1153	B-	Aeronautical engineer	M	Anthony Lopez	Velazquez, Blake and Mendoza	White	676-45-6970	09/25/1941, 00:00:00	(Decimal('-75.5320985'), Decimal('-175.883428'))
1154	B-	Operations geologist	F	Amy Scott	Lewis-Harper	Black	551-12-3278	12/22/1968, 00:00:00	(Decimal('-88.6932255'), Decimal('-7.985679'))
1155	AB+	Surveyor, planning and development	F	Amanda Bowman	Hickman, Baker and Kelly	White	770-49-7230	1906/08/06	(Decimal('-2.7410915'), Decimal('77.011535'))
1156	O+	Designer, graphic	F	Teresa Williams	Mcguire, Myers and Brooks	Black	258-92-9045	1915/06/28	(Decimal('35.4675695'), Decimal('52.275408'))
1157	A-	Meteorologist	M	Zachary Robinson	Watkins-Smith	White	418-28-9026	12 Mar 1934	(Decimal('39.5304795'), Decimal('12.835963'))
1158	A-	Engineer, energy	M	Edward Flores	Jones, Duffy and Farmer	Hawaiian	239-96-7846	2006/04/23	(Decimal('74.2437405'), Decimal('82.976370'))
1159	AB+	Engineer, aeronautical	M	Ronald Mcgee	Perry Group	White	038-43-5889	1974-07-02	(Decimal('72.803290'), Decimal('-130.391340'))
1160	A+	Regulatory affairs officer	M	Scott Griffin	Simpson Group	Black	301-31-7763	06/04/2013, 00:00:00	(Decimal('-11.9846165'), Decimal('84.944039'))
1161	B+	Amenity horticulturist	M	Zachary Cruz	Rogers Group	Black	106-03-7548	2003/01/03	(Decimal('-74.9965335'), Decimal('-134.187852'))
1162	B-	Designer, jewellery	M	Jacob Massey	Sanchez PLC	White	130-31-8915	01/27/1939, 00:00:00	(Decimal('78.5802395'), Decimal('38.482611'))
1163	B-	Accommodation manager	F	Tina Robertson	Martin and Sons	White	596-11-3960	1934/07/10	(Decimal('75.352264'), Decimal('45.047965'))
1164	AB+	Community pharmacist	F	Natalie Sanders	Key-Golden	Indian	427-73-3968	04 Dec 1989	(Decimal('2.3818355'), Decimal('-19.204049'))
1165	O-	Sports therapist	M	Michael Golden	Blevins LLC	Black	056-08-0130	2016-05-18	(Decimal('56.0731145'), Decimal('3.183950'))
1166	B-	Banker	M	Ricky Roth	Stewart PLC	White	855-76-0936	02 Jun 1922	(Decimal('19.330520'), Decimal('-120.133702'))
1167	O+	Teacher, music	F	Margaret Miller	Brown PLC	White	746-54-5618	28 Feb 2001	(Decimal('-65.191791'), Decimal('-86.197681'))
1168	B+	Counselling psychologist	F	Pamela Martin	Payne, Hill and Combs	Black	093-34-0458	1917/02/11	(Decimal('35.159887'), Decimal('-86.112283'))
1169	O-	Museum/gallery curator	F	Courtney Lambert	Collins Group	Indian	695-69-0468	16 Mar 1968	(Decimal('39.5736395'), Decimal('161.247950'))
1170	A+	Patent examiner	M	Michael Anderson	Howe-Garner	blsck	425-85-4230	1983-07-27	(Decimal('-75.0030325'), Decimal('107.272208'))
1171	B+	Programmer, applications	F	Angela Carroll	Evans-Bryant	Black	144-67-7120	1992/09/14	(Decimal('-45.455926'), Decimal('113.971886'))
1172	B+	Agricultural engineer	M	Jimmy Foster	Richardson and Sons	White	003-63-9980	11/16/1975, 00:00:00	(Decimal('0.695864'), Decimal('-92.985644'))
1173	B+	Community pharmacist	F	Stephanie Stark	Howard, Gray and Perez	White	127-41-0564	10/01/2012, 00:00:00	(Decimal('31.551547'), Decimal('-134.225881'))
1174	O-	Tourism officer	M	Frank Houston	Anderson PLC	White	802-69-1839	14 Oct 1926	(Decimal('20.488301'), Decimal('-121.860281'))
1175	B-	Solicitor	F	Heather Singleton	Padilla, Barr and Tucker	White	035-64-1485	1932/05/13	(Decimal('-75.8745675'), Decimal('-40.460399'))
1176	O+	Immigration officer	M	Jeffery Smith	Turner-Campbell	Black	463-43-8481	09/23/2017, 00:00:00	(Decimal('36.853885'), Decimal('-170.204461'))
1177	O+	Water quality scientist	M	Paul Smith	Mitchell LLC	White	557-40-6517	1931/07/04	(Decimal('-15.982017'), Decimal('-164.639139'))
1178	B+	Advertising account planner	F	Kristine Farley	Hill, Bailey and Lewis	White	286-04-2753	10/08/2015, 00:00:00	(Decimal('-84.158909'), Decimal('-96.295889'))
1179	O+	Chartered management accountant	M	Christopher Griffith	Miller Inc	Asian	299-60-1711	08/31/1960, 00:00:00	(Decimal('42.990634'), Decimal('8.519406'))
1180	O+	Horticulturist, amenity	M	Casey Mccarthy	Lutz, Solomon and Miller	White	734-70-5268	1946-01-06	(Decimal('-88.686751'), Decimal('-134.042442'))
1181	AB+	English as a foreign language teacher	F	Amber Baldwin	Hawkins, Stokes and Yoder	Hawaiian	378-22-7962	1948-09-16	(Decimal('18.018878'), Decimal('76.529396'))
1182	A+	Forensic scientist	M	Malik Sullivan	Wright-Smith	White	424-02-5275	02/07/1923, 00:00:00	(Decimal('53.4478955'), Decimal('-163.900152'))
1183	A+	Minerals surveyor	F	Kayla David	Kane-Martin	Asian	365-18-6150	1999/09/17	(Decimal('3.273996'), Decimal('-155.584362'))
1184	AB-	Software engineer	F	Kimberly Reynolds	Williams, White and Mckay	White	688-16-7491	26 Aug 1906	(Decimal('-75.584330'), Decimal('9.962754'))
1185	O-	Lecturer, higher education	M	Richard Alvarez	Roberts-Foster	Black	010-51-1340	10/22/1990, 00:00:00	(Decimal('15.930944'), Decimal('-92.064621'))
1186	A+	Psychologist, sport and exercise	M	Michael Ibarra	Lynch-Rodriguez	Black	817-09-1531	24 May 1910	(Decimal('-87.1360195'), Decimal('52.105255'))
1187	B+	Public relations officer	M	James Lewis	Salazar-Garcia	White	357-46-9091	16 Dec 1997	(Decimal('-11.780649'), Decimal('104.863069'))
1188	AB+	Hydrologist	F	Heather Perez	David Ltd	black	546-51-8674	2003/02/24	(Decimal('58.130285'), Decimal('-155.612212'))
1189	A-	Therapist, art	M	James Wilson	Christensen-Johnson	White	600-27-5669	1931-07-04	(Decimal('43.543985'), Decimal('159.784010'))
1190	AB-	Actuary	F	Nancy Kelly	Montgomery-Stewart	Black	164-96-6835	25 Oct 2001	(Decimal('-10.3824095'), Decimal('-147.650118'))
1191	O+	Automotive engineer	M	Philip Vasquez	Simon-Holland	White	565-94-1417	2000-09-01	(Decimal('35.585493'), Decimal('148.906187'))
1192	A+	Animal nutritionist	F	Connie Lozano	Greene-Lewis	Black	598-40-1404	12/28/1917, 00:00:00	(Decimal('67.6531895'), Decimal('-57.948047'))
1193	A-	Engineer, production	F	Tamara Hughes	Carter Ltd	White	100-95-8532	1943-09-01	(Decimal('-43.2758455'), Decimal('70.429700'))
1194	A-	Equality and diversity officer	F	Kimberly Dunlap	Skinner-Parsons	Hawaiian	531-46-5573	23 Jan 1927	(Decimal('37.5888605'), Decimal('-93.462209'))
1195	A-	Biomedical engineer	F	Audrey Singleton	Walker, Miller and Tran	Hawaiian	718-07-3433	06/12/1976, 00:00:00	(Decimal('-49.3025975'), Decimal('-32.190944'))
1196	O+	Pharmacist, hospital	M	David Phillips	Pearson-Myers	Asian	850-58-4942	2021-08-06	(Decimal('13.372619'), Decimal('-111.251012'))
1197	B+	Designer, textile	F	Jill Tapia MD	Larsen-Patel	White	894-55-4818	1983-11-05	(Decimal('-13.8935065'), Decimal('-2.846140'))
1198	O+	Teacher, secondary school	F	Christina Smith	Garrett Inc	blsck	491-88-7349	29 Jul 1949	(Decimal('40.4019445'), Decimal('-124.849219'))
1199	AB+	Surgeon	M	Robert Phillips	Stein-Williams	Hawaiian	545-08-1534	1945/01/12	(Decimal('-30.668873'), Decimal('158.737757'))
1200	A-	Accounting technician	F	Linda Boyd	Smith-Davis	Hawaiian	700-67-3238	05/08/1933, 00:00:00	(Decimal('23.091450'), Decimal('-150.897916'))
1201	AB+	Pharmacist, community	F	Tricia Smith	Santiago-Dixon	Black	254-77-3903	20 Nov 1959	(Decimal('-46.053090'), Decimal('-152.725455'))
1202	B+	Tree surgeon	F	Carolyn Harrison	Rojas, Miller and Brown	Asian	841-59-8539	2020-11-28	(Decimal('-5.596194'), Decimal('-54.382960'))
1203	O-	Bookseller	F	Pamela Burgess	Berry-Haley	Black	559-77-8172	1969-07-23	(Decimal('-26.6906275'), Decimal('10.892309'))
1204	AB+	Housing manager/officer	F	Heather Green	Moore-Anderson	black	061-40-6691	13 Nov 1917	(Decimal('31.452895'), Decimal('118.725260'))
1205	A+	Medical technical officer	F	Diana Chambers	Larson-Collins	White	160-37-5803	11 Jul 1996	(Decimal('0.9815145'), Decimal('31.274888'))
